# source: refs/1702.05337.pdf page 9, frame (371.31, 568.87, 526.9, 668.51)
# axes: x [0.0, 1.6], y [-0.001, 0.0015]
# extracted by tools/digitize_figure.py; provenance in SOURCES.md
# curve xb1_theory1_sum: colour=(0.0, 0.0, 1.0) dash='[] 0' points=319 x=[0.0050, 1.5950]
# curve xb1_theory1_SD: colour=(0.0, 0.0, 1.0) dash='[ 2.84259 2.84259 ] 0' points=319 x=[0.0050, 1.5950]
# curve xb1_theory1_DD: colour=(0.0, 0.0, 1.0) dash='[ 1.13704 2.27407 ] 0' points=319 x=[0.0050, 1.5950]
# curve xb1_theory2_sum: colour=(0.037, 0.833, 0.0) dash='[] 0' points=159 x=[0.0100, 1.5900]
# curve xb1_theory2_SD: colour=(0.037, 0.833, 0.0) dash='[ 2.84259 2.84259 ] 0' points=159 x=[0.0100, 1.5900]
# curve xb1_theory2_DD: colour=(0.037, 0.833, 0.0) dash='[ 1.13704 2.27407 ] 0' points=159 x=[0.0100, 1.5900]
# x,xb1_theory1_sum,xb1_theory1_SD,xb1_theory1_DD,xb1_theory2_sum,xb1_theory2_SD,xb1_theory2_DD
1.28352,4.52962e-05,-2.29476e-06,4.75755e-05,2.87355e-05,8.80521e-06,1.99219e-05
1.2888,4.33833e-05,-2.83943e-06,4.6204e-05,2.77286e-05,8.27547e-06,1.94318e-05
1.29409,4.15612e-05,-3.35011e-06,4.49071e-05,2.67624e-05,7.76573e-06,1.89723e-05
1.29937,3.98486e-05,-3.78767e-06,4.36138e-05,2.5808e-05,7.26188e-06,1.85219e-05
1.30466,3.81977e-05,-4.21178e-06,4.23609e-05,2.49112e-05,6.81592e-06,1.80703e-05
1.30994,3.66025e-05,-4.56199e-06,4.1164e-05,2.40223e-05,6.37794e-06,1.76185e-05
1.31522,3.50654e-05,-4.90359e-06,3.99457e-05,2.31997e-05,5.96633e-06,1.72203e-05
1.32051,3.3613e-05,-5.16912e-06,3.87834e-05,2.2383e-05,5.55897e-06,1.68229e-05
1.32579,3.22184e-05,-5.4266e-06,3.76659e-05,2.16139e-05,5.18856e-06,1.64258e-05
1.33108,3.09105e-05,-5.6328e-06,3.65383e-05,2.08555e-05,4.82592e-06,1.6031e-05
1.33636,2.96637e-05,-5.81781e-06,3.54502e-05,2.01399e-05,4.49399e-06,1.56457e-05
1.34164,2.84338e-05,-5.97931e-06,3.43794e-05,1.94405e-05,4.1707e-06,1.52649e-05
1.34693,2.72604e-05,-6.09543e-06,3.33554e-05,1.87773e-05,3.8666e-06,1.48945e-05
1.35221,2.61527e-05,-6.20599e-06,3.23465e-05,1.81253e-05,3.57284e-06,1.4529e-05
1.3575,2.50912e-05,-6.2731e-06,3.13515e-05,1.7489e-05,3.29354e-06,1.41704e-05
1.36278,2.40726e-05,-6.31202e-06,3.03849e-05,1.68735e-05,3.0355e-06,1.38262e-05
1.36807,2.31064e-05,-6.33793e-06,2.94446e-05,1.62768e-05,2.79667e-06,1.34951e-05
1.37335,2.21698e-05,-6.38121e-06,2.85512e-05,1.57139e-05,2.55851e-06,1.31719e-05
1.37863,2.12781e-05,-6.36128e-06,2.76396e-05,1.51704e-05,2.32073e-06,1.28532e-05
1.38392,2.04225e-05,-6.34741e-06,2.67702e-05,1.46466e-05,2.10152e-06,1.25453e-05
1.3892,1.96165e-05,-6.30632e-06,2.59231e-05,1.41298e-05,1.88881e-06,1.22412e-05
1.39449,1.88201e-05,-6.27505e-06,2.50954e-05,1.36568e-05,1.71006e-06,1.19469e-05
1.39977,1.80717e-05,-6.22412e-06,2.42961e-05,1.31916e-05,1.53744e-06,1.16543e-05
1.40506,1.73565e-05,-6.12179e-06,2.35028e-05,1.27281e-05,1.35278e-06,1.13755e-05
1.41034,1.66668e-05,-6.06671e-06,2.27336e-05,1.2268e-05,1.1701e-06,1.10981e-05
1.41562,1.59864e-05,-5.98736e-06,2.19663e-05,1.18567e-05,1.02437e-06,1.08326e-05
1.42091,1.53762e-05,-5.89887e-06,2.12339e-05,1.1448e-05,8.80915e-07,1.05673e-05
1.42619,1.47732e-05,-5.77218e-06,2.05394e-05,1.10513e-05,7.48419e-07,1.03031e-05
1.43148,1.41835e-05,-5.66592e-06,1.98312e-05,1.0665e-05,6.19621e-07,1.0042e-05
1.43676,1.3599e-05,-5.55147e-06,1.91507e-05,1.0306e-05,5.0049e-07,9.78918e-06
1.44205,1.30672e-05,-5.42856e-06,1.8486e-05,9.9476e-06,3.86148e-07,9.54217e-06
1.44733,1.25487e-05,-5.31038e-06,1.78348e-05,9.59013e-06,2.79391e-07,9.30439e-06
1.45261,1.20585e-05,-5.16496e-06,1.72119e-05,9.24526e-06,1.72979e-07,9.07249e-06
1.4579,1.15808e-05,-5.03555e-06,1.66015e-05,8.91332e-06,6.69216e-08,8.84661e-06
1.46318,1.11203e-05,-4.9139e-06,1.60239e-05,8.59765e-06,-3.07949e-08,8.62914e-06
1.46847,1.06694e-05,-4.78121e-06,1.54503e-05,8.29274e-06,-1.22997e-07,8.41724e-06
1.47375,1.02555e-05,-4.62895e-06,1.48858e-05,8.00634e-06,-2.06717e-07,8.20503e-06
1.47904,9.8578e-06,-4.48943e-06,1.43279e-05,7.72756e-06,-2.86948e-07,7.99271e-06
1.48432,9.46028e-06,-4.35815e-06,1.37928e-05,7.46074e-06,-3.55726e-07,7.79151e-06
1.4896,9.08675e-06,-4.20194e-06,1.32868e-05,7.19656e-06,-4.21972e-07,7.59277e-06
1.49489,8.7145e-06,-4.06708e-06,1.27818e-05,6.9311e-06,-4.75643e-07,7.39363e-06
1.50017,8.36988e-06,-3.93348e-06,1.22798e-05,6.66681e-06,-5.28708e-07,7.19531e-06
1.50546,8.05084e-06,-3.77961e-06,1.18269e-05,6.44119e-06,-5.9502e-07,7.02306e-06
1.51074,7.70954e-06,-3.66675e-06,1.13543e-05,6.21561e-06,-6.57655e-07,6.85076e-06
1.51602,7.39574e-06,-3.51169e-06,1.09076e-05,5.99031e-06,-6.97365e-07,6.67814e-06
1.52131,7.10359e-06,-3.38562e-06,1.04762e-05,5.76513e-06,-7.40474e-07,6.50239e-06
1.52659,6.81141e-06,-3.26443e-06,1.00416e-05,5.54029e-06,-7.93854e-07,6.31718e-06
1.53188,6.52917e-06,-3.11496e-06,9.64434e-06,5.32464e-06,-8.4235e-07,6.14117e-06
1.53716,6.26452e-06,-2.99289e-06,9.23578e-06,5.12569e-06,-8.81978e-07,5.98184e-06
1.54245,6.00012e-06,-2.86222e-06,8.83668e-06,4.93262e-06,-9.09293e-07,5.8288e-06
1.54773,5.74794e-06,-2.73026e-06,8.47841e-06,4.74642e-06,-9.22246e-07,5.68307e-06
1.55301,5.50951e-06,-2.62353e-06,8.1185e-06,4.5759e-06,-9.43046e-07,5.52949e-06
1.5583,5.27035e-06,-2.50146e-06,7.76367e-06,4.41722e-06,-9.69763e-07,5.37e-06
1.56358,5.04924e-06,-2.3867e-06,7.41857e-06,4.24932e-06,-9.87131e-07,5.21118e-06
1.56887,4.83745e-06,-2.26105e-06,7.07421e-06,4.07706e-06,-1.00007e-06,5.05266e-06
1.57415,4.62542e-06,-2.17028e-06,6.75106e-06,3.92499e-06,-1.01366e-06,4.92452e-06
1.57944,4.41331e-06,-2.06784e-06,6.45409e-06,3.77845e-06,-1.02742e-06,4.8047e-06
1.58472,4.20159e-06,-1.96261e-06,6.16301e-06,3.62121e-06,-1.04045e-06,4.67343e-06
1.59,4.04002e-06,-1.85737e-06,5.87156e-06,3.46269e-06,-1.05339e-06,4.54079e-06
